match_id,match_number,commence_time,team,opponent,p_win,p_draw,p_loss,team_xg,opponent_xg,expected_total_goals,bookmaker_count
0ec28b84ec399bd4dffbe8d1bc72b3c4,56,2026-06-25T20:00:00Z,Germany,Ecuador,0.5502934926628126,0.25319071066211996,0.1965157966750675,1.735072662588595,0.9633296120437456,2.6984022746323406,15
0ed0233bddc4eafc8507f86a9c17b998,57,2026-06-25T23:00:00Z,Japan,Sweden,0.4552080394205061,0.27897785233859534,0.2658141082408985,1.4310075132450981,1.0405080536721698,2.471515566917268,15
0ed0233bddc4eafc8507f86a9c17b998,57,2026-06-25T23:00:00Z,Sweden,Japan,0.2658141082408985,0.27897785233859534,0.4552080394205061,1.0405080536721698,1.4310075132450981,2.471515566917268,15
f3c4657daa143a0c5bd62cb370d01ce4,58,2026-06-25T23:00:00Z,Netherlands,Tunisia,0.627716886306177,0.22546622868871594,0.1468168850051071,1.9032474295995714,0.8156774698283877,2.718924899427959,15
f3c4657daa143a0c5bd62cb370d01ce4,58,2026-06-25T23:00:00Z,Tunisia,Netherlands,0.1468168850051071,0.22546622868871594,0.627716886306177,0.8156774698283877,1.9032474295995714,2.718924899427959,15
22f6ac06dfcc88a847920f62633e6459,59,2026-06-26T02:00:00Z,Australia,Paraguay,0.2724041943900792,0.2931215402958159,0.43447426531410493,1.016625535692749,1.3421344079099164,2.3587599436026654,15
22f6ac06dfcc88a847920f62633e6459,59,2026-06-26T02:00:00Z,Paraguay,Australia,0.43447426531410493,0.2931215402958159,0.2724041943900792,1.3421344079099164,1.016625535692749,2.3587599436026654,15
f41aeac9a8343a84b4950f15ea25fba2,60,2026-06-26T02:00:00Z,Türkiye,USA,0.35217282610121,0.27464602011080114,0.3731811537879889,1.3283009741387577,1.3714977537855466,2.6997987279243043,15
f41aeac9a8343a84b4950f15ea25fba2,60,2026-06-26T02:00:00Z,USA,Türkiye,0.3731811537879889,0.27464602011080114,0.35217282610121,1.3714977537855466,1.3283009741387577,2.6997987279243043,15
b86b4d60f773e9e3c46c00e9a6496e79,61,2026-06-26T19:00:00Z,France,Norway,0.5160737630529345,0.2637226392878519,0.22020359765921355,1.6287954438168888,0.9940635639397759,2.6228590077566647,15
b86b4d60f773e9e3c46c00e9a6496e79,61,2026-06-26T19:00:00Z,Norway,France,0.22020359765921355,0.2637226392878519,0.5160737630529345,0.9940635639397759,1.6287954438168888,2.6228590077566647,15
7e6aee294ea1a4792c59558791084528,62,2026-06-26T19:00:00Z,Iraq,Senegal,0.12305722536845581,0.21612231633157236,0.6608204582999718,0.7176138318218876,1.940215174925844,2.6578290067477317,15
7e6aee294ea1a4792c59558791084528,62,2026-06-26T19:00:00Z,Senegal,Iraq,0.6608204582999718,0.21612231633157236,0.12305722536845581,1.940215174925844,0.7176138318218876,2.6578290067477317,15
e07b1926be5a4d515c7eb108dbcee9c5,63,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,0.367625349981924,0.28790711296617444,0.3444675370519016,1.245396087550343,1.1965570252934667,2.4419531128438097,15
e07b1926be5a4d515c7eb108dbcee9c5,63,2026-06-27T00:00:00Z,Saudi Arabia,Cape Verde,0.3444675370519016,0.28790711296617444,0.367625349981924,1.1965570252934667,1.245396087550343,2.4419531128438097,15
dcff2e31c0bce001a4db5caaf4fa8822,64,2026-06-27T00:00:00Z,Spain,Uruguay,0.5737142027653511,0.24696881588754535,0.1793169813471036,1.7783268388129407,0.9120314649887851,2.690358303801726,15
dcff2e31c0bce001a4db5caaf4fa8822,64,2026-06-27T00:00:00Z,Uruguay,Spain,0.1793169813471036,0.24696881588754535,0.5737142027653511,0.9120314649887851,1.7783268388129407,2.690358303801726,15
581691da05dcd75b5c6d3be91ee9d2ab,65,2026-06-27T03:00:00Z,Belgium,New Zealand,0.7336226379789562,0.17131817590227114,0.09505918611877265,2.2640869257389733,0.6801093366003937,2.944196262339367,15
